2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"520120 ANHANGUERA";-;-;-;-;-;2;2;2;-;-;2;3;1;1;1;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"520130 ANICUNS";7;10;15;17;44;54;50;73;95;120;172;124;92;105;91;70;40;32;18;15;5;6;6;1;4;2;-;1;3;2;-;1;2;-;2;-;2;2;1;-;-;-;2;1;1;-;1;1;1;-;-;1;1292
"520140 APARECIDA DE GOIANIA";1640;1456;1582;1432;2021;2202;2381;2394;2513;1642;1179;1341;1368;1239;1306;1180;1308;1351;1207;1056;765;977;776;634;548;421;392;383;353;303;365;356;420;386;441;393;462;507;415;491;385;386;372;395;625;649;623;599;571;580;494;338;47603
"520145 APARECIDA DO RIO DOCE";-;-;15;5;6;5;3;7;6;11;6;6;22;12;9;6;6;11;3;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;1;-;-;-;-;-;148
"520150 APORE";1;1;5;8;3;13;16;25;20;27;24;8;4;-;7;2;3;4;15;8;7;9;-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;215
"520160 ARACU";6;6;3;10;18;34;21;8;19;4;2;3;-;2;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;142
"520170 ARAGARCAS";5;4;16;8;17;13;18;16;19;20;18;15;12;11;13;3;2;3;5;2;2;1;1;-;-;2;2;-;-;1;1;2;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;1;-;238
"520180 ARAGOIANIA";4;3;9;8;11;20;20;13;29;45;67;38;16;9;9;17;15;22;16;14;7;5;4;4;2;-;1;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;415
"520215 ARAGUAPAZ";2;1;2;9;14;13;10;12;5;10;19;20;26;27;27;22;29;33;19;16;5;5;-;3;1;-;-;-;-;-;-;-;1;-;2;-;-;2;-;-;-;-;1;3;2;-;4;-;-;-;-;-;345
"520235 ARENOPOLIS";5;9;4;10;12;6;4;19;10;6;30;7;11;8;7;5;10;7;8;16;5;-;3;6;3;-;1;2;-;-;1;-;-;-;1;1;1;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;222
"520250 ARUANA";8;31;12;10;10;8;13;17;19;16;2;2;5;4;14;4;6;3;3;1;7;2;3;-;-;-;7;1;-;6;6;-;12;3;7;5;3;5;2;2;4;-;2;5;12;-;9;6;1;3;3;4;308
"520260 AURILANDIA";22;6;23;51;31;26;13;13;16;19;8;4;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;236
"520280 AVELINOPOLIS";1;3;3;4;3;8;18;10;16;16;11;8;1;3;3;5;8;1;6;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;133
"520310 BALIZA";3;1;4;3;3;4;2;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;28
"520320 BARRO ALTO";24;26;25;38;52;37;30;53;57;60;38;12;5;8;5;8;8;3;6;3;3;3;2;2;-;2;2;1;3;-;-;2;4;5;4;5;2;8;1;5;6;5;7;5;2;6;3;2;3;5;6;5;607
"520330 BELA VISTA DE GOIAS";12;19;13;35;36;64;68;70;61;96;93;82;84;68;69;73;82;70;49;26;23;11;22;7;8;7;4;1;1;1;-;-;-;-;2;-;-;-;-;-;1;1;2;3;2;-;-;-;3;-;-;-;1269
"520340 BOM JARDIM DE GOIAS";3;5;7;12;15;21;11;30;31;56;29;8;3;4;4;-;4;7;3;2;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;4;1;2;1;270
"520350 BOM JESUS DE GOIAS";1;4;3;14;11;11;12;20;24;37;104;140;112;103;96;64;47;54;50;23;4;5;3;-;-;-;2;-;-;2;-;-;-;-;-;1;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;951
"520355 BONFINOPOLIS";12;17;12;33;4;1;3;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;87
"520357 BONOPOLIS";-;-;1;1;1;4;7;1;4;2;5;7;8;7;7;11;5;4;4;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;83
"520360 BRAZABRANTES";2;7;5;9;28;9;20;13;9;6;10;9;4;3;5;1;3;2;3;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;155
"520380 BRITANIA";12;4;15;20;24;36;52;47;73;76;124;66;10;2;5;-;5;2;6;7;4;4;3;-;1;1;-;-;-;-;-;2;-;1;-;1;2;1;1;2;1;-;1;1;3;1;-;-;2;9;11;2;640
"520390 BURITI ALEGRE";4;3;19;21;10;34;14;23;50;56;51;29;31;24;12;5;21;10;7;5;5;7;1;2;2;2;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;4;1;-;2;1;-;-;-;-;462
"520393 BURITI DE GOIAS";2;2;4;6;8;2;3;2;7;1;5;6;-;-;1;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;2;2;4;4;2;-;-;73
"520396 BURITINOPOLIS";-;4;13;12;5;6;15;4;17;26;28;11;8;7;-;3;1;3;1;8;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;174
"520400 CABECEIRAS";2;3;5;5;4;9;5;7;16;9;13;2;3;-;-;4;-;-;3;-;-;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;95
"520410 CACHOEIRA ALTA";3;3;1;7;5;8;8;11;6;17;11;11;11;8;22;22;12;28;22;8;5;6;3;4;2;4;3;5;11;6;6;4;3;2;1;1;3;1;-;-;2;-;-;-;-;-;-;-;1;1;-;-;298
"520420 CACHOEIRA DE GOIAS";-;-;1;1;3;1;1;1;-;4;1;1;-;3;5;-;4;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;35
"520425 CACHOEIRA DOURADA";1;-;1;-;7;7;4;9;12;18;16;9;5;4;4;7;5;6;4;2;3;2;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;131
"520430 CACU";29;40;76;86;60;84;42;62;41;35;17;17;7;7;19;6;3;4;1;1;-;1;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;1;2;1;1;1;653
"520440 CAIAPONIA";22;24;30;43;39;53;48;65;64;67;36;35;35;35;49;71;109;68;51;40;13;19;17;5;10;3;4;1;-;4;2;1;5;1;1;-;1;1;-;1;-;2;-;2;2;1;3;8;6;4;5;5;1111
"520450 CALDAS NOVAS";53;75;114;108;198;342;381;307;436;417;570;302;209;142;167;175;238;253;226;118;77;63;46;35;23;7;6;9;5;8;13;9;4;2;3;7;2;5;8;11;13;11;13;10;11;16;24;15;10;12;4;1;5314
"520455 CALDAZINHA";-;2;-;2;1;1;4;4;14;15;9;8;6;8;4;5;5;13;4;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;108
"520460 CAMPESTRE DE GOIAS";2;1;1;2;3;3;4;10;18;22;27;22;12;14;9;12;7;10;7;10;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;202
"520465 CAMPINACU";4;20;13;11;7;22;16;5;14;8;3;13;-;1;6;1;7;6;15;7;3;3;1;2;1;3;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;3;1;3;6;6;3;12;10;10;3;-;253
"520470 CAMPINORTE";19;10;20;24;29;61;68;68;57;52;36;19;3;3;1;5;9;3;8;4;3;2;2;1;3;1;-;1;1;-;-;-;-;1;1;-;1;1;3;2;-;5;-;2;3;-;4;6;5;3;7;1;558
"520480 CAMPO ALEGRE DE GOIAS";1;-;-;2;1;2;2;2;2;11;3;1;1;-;1;1;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;39
"520485 CAMPO LIMPO DE GOIAS";7;12;11;11;25;14;11;17;11;24;30;29;22;11;21;15;8;20;13;9;17;10;16;5;3;4;8;4;3;3;6;3;1;3;2;5;5;5;1;2;2;1;2;1;3;1;2;4;-;-;4;3;450
"520490 CAMPOS BELOS";53;26;52;68;83;116;103;124;128;125;92;78;70;76;59;51;33;27;52;38;25;20;25;20;20;19;10;10;3;8;1;5;3;5;3;1;1;2;2;1;3;6;1;1;4;11;3;12;9;17;5;12;1722
"520495 CAMPOS VERDES";1;1;-;-;-;-;1;1;1;1;1;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"520500 CARMO DO RIO VERDE";1;1;3;11;22;7;17;23;28;38;44;27;32;31;15;25;13;12;6;3;3;1;3;3;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;2;1;1;-;377
"520505 CASTELANDIA";-;-;-;-;1;1;2;7;9;13;15;9;11;7;9;4;7;12;2;3;1;2;4;2;1;2;2;-;-;2;-;-;2;1;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;135
"520510 CATALAO";97;92;198;349;469;533;467;504;624;723;763;652;545;511;453;378;298;290;191;137;67;37;49;38;26;20;15;19;11;17;13;8;12;6;4;7;20;12;8;12;7;11;4;5;7;14;8;13;10;15;13;4;8786
"520520 CATURAI";2;2;3;-;4;3;8;15;8;11;8;14;9;18;9;13;13;9;9;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;168
"520530 CAVALCANTE";3;15;18;16;31;37;47;79;71;116;76;21;-;-;1;1;3;1;2;3;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;548
"520540 CERES";33;32;42;54;93;125;113;199;190;177;207;112;55;63;71;60;62;49;35;33;7;15;4;7;2;6;7;8;7;9;5;4;5;5;4;7;1;9;6;5;5;6;5;4;6;6;3;2;6;8;7;5;1991
"520545 CEZARINA";3;1;1;1;7;7;18;21;17;13;27;9;18;9;21;32;9;15;26;18;11;-;1;-;-;1;2;1;-;-;2;-;1;2;-;-;-;-;-;-;-;2;-;2;2;-;1;-;-;-;-;-;301
"520547 CHAPADAO DO CEU";7;7;7;14;18;18;24;20;35;48;56;53;42;42;45;36;35;26;25;20;7;13;9;4;3;3;5;2;1;-;-;2;2;1;1;1;1;1;-;-;-;-;-;-;1;1;-;-;-;-;1;1;638
"520549 CIDADE OCIDENTAL";17;38;87;118;143;290;377;324;125;82;29;28;12;8;13;5;23;14;5;10;10;3;6;3;2;1;-;-;1;3;-;-;-;-;1;1;-;1;-;-;-;1;1;-;-;-;1;1;4;4;1;1;1794
"520551 COCALZINHO DE GOIAS";75;91;107;122;102;94;92;113;126;113;104;44;23;32;56;49;70;45;45;38;23;24;11;12;9;3;5;1;2;6;2;4;1;1;1;-;1;4;8;7;8;17;10;10;11;22;23;30;43;22;28;23;1913
"520552 COLINAS DO SUL";3;7;11;9;18;18;20;8;6;3;-;1;3;4;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115
"520570 CORREGO DO OURO";1;1;1;1;6;8;4;2;7;22;13;20;15;27;7;13;14;7;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;175
"520580 CORUMBA DE GOIAS";23;13;26;27;31;27;30;52;76;70;59;45;34;27;18;33;33;22;20;14;7;4;5;7;1;3;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;714
"520590 CORUMBAIBA";1;3;1;6;4;4;26;9;17;35;39;34;8;7;15;27;32;41;26;25;17;24;6;6;4;-;1;2;1;1;5;2;4;-;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;1;-;1;439
"520620 CRISTALINA";35;70;120;176;252;252;266;225;189;156;31;22;33;24;37;38;40;27;23;27;21;24;10;16;12;7;8;5;3;3;5;8;1;4;9;4;6;6;2;-;-;1;-;1;-;-;2;2;6;1;3;4;2217
"520630 CRISTIANOPOLIS";4;-;-;2;2;11;6;6;2;7;13;5;15;12;23;19;15;13;9;14;-;9;3;1;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;196
"520640 CRIXAS";21;22;17;7;12;20;23;25;42;39;26;30;30;27;31;19;19;14;30;15;9;13;4;9;3;2;-;3;1;2;3;2;-;3;3;1;2;1;5;9;4;6;1;7;12;13;12;12;13;14;10;4;652
"520650 CROMINIA";1;1;9;3;10;13;8;8;10;13;6;10;8;11;11;23;17;30;17;18;11;6;5;2;1;2;3;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;260
"520660 CUMARI";1;1;2;3;5;3;8;9;5;8;11;16;19;10;4;15;12;13;6;-;2;-;-;-;3;-;-;1;1;1;1;-;-;-;-;-;1;1;-;1;-;-;1;2;-;-;-;-;-;-;-;-;166
"520670 DAMIANOPOLIS";-;4;10;7;6;27;31;58;37;43;28;1;1;2;6;2;1;3;6;1;5;6;3;4;2;1;-;1;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;300
"520680 DAMOLANDIA";1;-;3;5;-;2;-;4;5;8;13;8;6;12;3;7;2;7;7;5;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;105
"520690 DAVINOPOLIS";-;-;-;2;3;-;2;-;2;4;3;1;-;-;-;-;1;15;5;3;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"520710 DIORAMA";3;1;6;3;5;2;8;6;13;24;24;8;-;9;8;8;6;10;9;12;9;6;5;1;3;1;5;1;1;5;5;1;-;2;2;-;3;2;-;3;1;2;-;-;1;-;1;1;-;-;1;-;227
"520725 DOVERLANDIA";11;13;9;26;15;32;16;17;26;16;14;9;5;8;6;4;4;7;3;2;4;3;3;-;2;-;2;-;1;-;1;2;-;4;1;-;3;1;-;1;1;2;6;3;8;-;6;8;2;-;-;1;308
"520735 EDEALINA";1;4;8;7;6;5;9;8;24;22;18;21;12;16;29;22;39;27;25;19;13;16;9;6;5;3;2;2;1;3;-;-;1;2;-;1;-;2;1;-;1;-;-;-;-;-;-;-;2;3;-;1;396
"520740 EDEIA";2;7;5;5;13;10;21;36;55;33;36;25;2;6;5;13;13;17;10;8;7;9;7;4;1;4;2;2;1;1;2;2;-;-;1;-;-;1;1;1;-;1;-;-;1;-;2;1;2;3;3;-;381
"520750 ESTRELA DO NORTE";2;5;13;18;19;4;9;10;6;4;3;4;6;2;2;2;3;3;1;1;3;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;1;1;-;2;-;-;-;129
"520753 FAINA";25;16;12;6;5;10;17;21;21;18;21;12;10;3;4;6;7;1;5;2;3;5;2;-;4;1;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;2;-;-;2;1;8;7;3;2;3;2;271
"520760 FAZENDA NOVA";1;6;8;2;12;6;4;5;2;5;1;-;4;6;8;3;-;2;3;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;86
"520780 FIRMINOPOLIS";2;-;3;3;1;2;9;14;20;50;45;15;8;4;7;12;10;8;3;1;4;-;2;3;1;-;2;1;1;2;-;-;-;-;-;1;-;-;1;-;3;2;-;-;-;-;-;1;2;1;-;-;244
"520790 FLORES DE GOIAS";-;5;5;6;3;5;3;3;2;1;3;1;-;1;2;4;2;1;-;1;1;-;-;-;1;8;18;15;-;-;1;1;-;-;1;-;-;1;-;2;1;2;-;1;-;-;-;1;1;-;-;-;103
"520800 FORMOSA";61;48;87;133;231;336;391;486;527;526;484;277;90;84;103;123;85;124;157;157;112;68;114;96;68;55;64;37;25;22;21;32;28;19;32;37;38;30;28;31;40;36;38;30;42;36;44;52;50;48;27;12;5922
"520810 FORMOSO";15;4;5;5;4;14;2;14;19;3;7;4;-;1;1;4;3;1;2;6;2;3;4;4;-;4;4;1;2;1;-;-;-;-;2;-;-;-;-;-;-;-;2;1;1;-;2;5;4;-;-;-;156
"520815 GAMELEIRA DE GOIAS";-;2;9;3;9;5;10;2;4;12;11;14;7;8;18;9;19;14;25;9;15;11;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;222
"520830 DIVINOPOLIS DE GOIAS";1;-;6;12;19;2;-;11;13;9;20;-;1;-;1;5;1;3;8;3;14;12;7;8;1;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;162
"520840 GOIANAPOLIS";5;8;9;15;27;27;57;30;39;56;83;58;50;79;48;73;92;70;45;32;16;7;7;5;3;1;2;1;-;3;-;1;1;-;1;-;1;2;-;-;-;-;-;-;-;4;-;-;1;-;-;-;959
"520850 GOIANDIRA";5;2;1;2;5;5;5;10;14;13;13;19;17;4;15;8;3;9;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;153
"520860 GOIANESIA";44;61;56;66;84;89;94;108;156;127;201;113;31;29;30;26;33;24;16;12;17;13;15;7;8;7;6;3;2;3;3;1;2;5;1;1;10;11;1;4;4;5;5;9;11;13;27;26;34;24;15;9;1702
"520870 GOIANIA";2432;2710;3295;3909;4850;5073;5133;4833;5777;5321;4937;4405;3572;3291;3044;2964;2664;2553;2157;1498;1257;1027;814;746;807;662;547;572;486;481;419;493;433;460;521;471;585;501;515;536;513;556;473;527;675;605;628;634;669;693;561;335;93620
"520880 GOIANIRA";13;9;26;39;42;67;54;35;89;116;112;78;96;37;39;34;30;30;48;24;3;8;6;8;6;5;5;1;4;2;2;2;2;1;-;1;-;1;5;1;-;1;1;-;1;2;3;1;3;1;1;-;1095
"520890 GOIAS";27;18;19;16;16;12;15;29;37;38;72;19;7;5;6;5;6;3;1;5;2;1;-;1;2;-;-;3;1;-;2;4;3;-;1;4;2;8;6;1;1;1;1;2;1;2;1;1;1;1;3;-;412
"520910 GOIATUBA";10;13;16;31;31;44;59;57;66;90;83;91;83;102;132;124;129;51;67;35;27;23;30;15;11;10;7;3;2;3;3;-;2;6;2;1;1;-;-;-;1;2;4;3;2;4;4;2;3;2;10;-;1497
"520915 GOUVELANDIA";3;-;2;2;1;2;2;1;2;4;-;1;3;-;1;1;-;4;-;3;-;-;-;-;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;37
"520920 GUAPO";4;11;9;6;23;12;9;35;77;43;48;28;5;9;8;6;8;4;2;1;2;2;-;1;-;1;2;1;1;-;3;1;-;-;-;2;-;-;1;4;-;1;2;1;1;-;-;-;-;-;1;-;375
"520929 GUARAITA";2;20;7;3;20;10;22;14;24;27;17;11;17;11;2;3;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;216
"520940 GUARANI DE GOIAS";-;2;9;10;6;5;14;14;15;22;18;9;-;-;1;-;1;4;3;12;3;8;6;8;9;6;5;5;3;4;3;5;4;2;-;3;-;5;13;5;1;1;-;-;1;2;-;3;4;-;4;1;259
"520945 GUARINOS";-;-;1;-;3;1;1;1;2;1;1;1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;17
"520960 HEITORAI";-;1;1;3;5;8;6;4;1;3;6;7;3;-;1;3;9;11;6;6;6;1;1;2;4;-;-;-;-;1;3;-;-;-;-;-;-;-;5;-;-;-;-;2;-;-;-;-;1;-;-;1;111
"520970 HIDROLANDIA";24;10;15;19;29;23;24;31;51;71;43;75;75;56;55;62;42;36;27;23;13;17;9;16;5;3;3;1;-;-;4;-;-;5;1;2;2;1;3;1;1;-;-;1;2;1;1;-;-;3;-;-;886
"520980 HIDROLINA";1;2;3;1;1;5;5;7;5;3;-;-;-;-;4;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"520990 IACIARA";6;4;23;38;151;134;143;246;295;242;127;18;8;9;13;24;12;6;19;21;22;8;12;8;14;4;6;5;3;5;2;10;1;4;1;-;1;-;-;-;2;1;-;-;3;2;-;2;1;-;2;1;1659
"520993 INACIOLANDIA";1;-;2;4;7;18;13;10;7;3;2;-;5;-;1;6;5;14;18;15;6;4;2;3;5;1;2;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;160
"520995 INDIARA";4;12;4;7;11;11;21;18;20;35;18;27;19;20;22;19;20;12;9;6;4;14;8;1;6;5;5;3;2;4;-;-;1;2;1;-;-;2;-;-;-;1;-;-;1;1;2;2;1;5;3;-;389
"521000 INHUMAS";20;38;59;130;252;204;203;246;265;311;306;284;236;226;159;162;174;164;140;111;70;84;50;30;31;22;21;10;6;8;3;4;9;6;14;8;8;4;8;4;2;1;6;8;4;3;6;12;17;15;15;6;4185
"521010 IPAMERI";5;6;11;15;13;15;31;29;55;57;84;68;60;54;92;91;92;99;101;97;42;43;44;31;24;13;9;10;6;7;8;2;-;1;3;2;3;5;2;2;2;-;-;-;1;1;1;4;3;2;1;1;1348
"521015 IPIRANGA DE GOIAS";8;4;12;29;26;23;26;23;30;30;17;8;2;1;3;4;2;8;2;4;1;1;-;1;-;1;2;1;1;-;-;-;-;1;-;-;-;1;-;1;1;-;1;-;3;-;1;-;4;5;2;2;292
"521020 IPORA";83;106;154;203;190;241;173;162;126;176;150;55;53;84;120;109;98;112;86;50;65;52;32;20;22;15;8;14;12;4;8;5;6;3;4;5;1;6;5;6;7;4;5;2;4;10;8;31;32;10;14;9;2960
"521030 ISRAELANDIA";-;1;1;-;4;3;2;1;10;-;2;3;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"521040 ITABERAI";31;34;53;62;73;81;80;51;87;69;68;41;36;25;9;12;14;13;5;10;10;10;5;2;3;-;2;4;2;3;2;-;2;-;-;-;3;1;1;3;1;-;2;4;2;2;2;2;1;1;-;-;924
"521056 ITAGUARI";3;1;2;7;8;19;20;14;10;19;19;15;23;28;23;15;34;23;25;9;14;-;11;4;4;1;1;-;-;1;-;1;-;-;-;1;2;2;1;2;2;-;-;-;-;-;-;3;1;1;1;2;372
"521060 ITAGUARU";6;10;24;28;34;30;37;65;61;61;67;52;42;10;2;6;7;9;2;1;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;2;-;-;1;565
"521080 ITAJA";2;1;3;2;2;6;8;2;6;4;3;7;1;1;5;7;-;4;-;-;-;1;-;-;-;-;-;-;1;5;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;75
"521090 ITAPACI";6;5;11;16;17;20;24;22;36;52;54;46;27;25;18;24;21;28;15;17;10;2;8;2;6;3;-;2;6;2;2;1;-;-;-;3;2;1;-;2;-;1;2;-;1;1;5;4;4;1;2;2;559
"521100 ITAPIRAPUA";7;17;7;4;4;1;5;2;2;-;2;-;1;-;-;-;-;1;-;-;1;-;-;4;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;8;7;7;1;3;90
"521120 ITAPURANGA";2;-;7;13;28;27;33;38;80;102;90;49;57;61;83;88;58;69;31;26;11;4;7;2;3;2;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;1;2;4;4;1;1;-;988
"521130 ITARUMA";10;5;5;2;7;3;6;10;17;8;13;7;9;13;8;19;22;8;10;8;1;4;2;-;-;4;2;4;-;1;-;-;1;1;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;214
"521140 ITAUCU";8;5;3;7;8;12;19;13;16;31;17;13;14;18;10;12;8;13;6;2;3;1;-;5;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;1;-;-;-;-;3;-;-;253
"521150 ITUMBIARA";29;49;70;77;92;112;122;127;140;204;218;100;112;115;111;57;105;116;42;45;19;23;42;19;3;7;3;2;3;7;8;8;10;3;3;7;8;4;5;7;2;2;2;3;4;5;3;3;3;6;2;5;2274
"521160 IVOLANDIA";1;1;5;8;5;20;9;5;13;18;17;13;3;-;3;3;2;3;7;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;142
"521170 JANDAIA";5;20;9;21;32;20;27;14;6;4;27;51;38;11;10;2;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;304
"521180 JARAGUA";16;36;32;34;73;71;104;103;263;216;190;137;75;80;59;54;52;29;32;15;20;18;2;4;8;6;-;2;4;3;3;3;12;12;5;8;-;-;3;13;4;2;7;1;3;9;13;7;4;7;3;7;1864
"521190 JATAI";281;332;359;324;471;393;509;636;771;698;717;713;733;621;614;587;562;489;343;248;167;148;147;69;102;107;72;83;87;65;63;64;86;73;87;116;102;137;92;112;99;105;97;54;107;84;88;160;191;177;196;72;13810
